station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Leytonstone,0,0,7,48,58,0,0,0,0,40,10,4,0,51,14,280,52,43,5,11,0,0,0,4,11,21,44,54,0,0,67,21,3,4,0,19,2,0,20,0,26,0,0,0,6,2,0,0,11,0,0,0,27,97,284,138,31,0,2,0,0,0,8,66,33,0,0,3,0,5,0,10,0,0,7,7,0,0,6,4,23,0,0,0,0,0,0,0,4,7,0,0,9,0,0,0,4,11,0,21,5,5,22,0,6,0,3,26,0,33,2,0,45,0,0,4,63,36,3,110,6,13,0,35,0,0,14,0,21,0,19,7,0,29,0,0,2,30,83,3,0,12,0,0,0,0,5,41,9,0,5,6,0,0,3,7,0,3,0,2,2,4,6,0,3,18,0,119,4,0,84,9,11,0,0,3,2,2,1,0,12,0,0,0,0,8,3,0,0,15,0,0,3,8,0,4,0,115,3,26,9,9,9,0,5,38,0,125,0,0,0,0,253,122,0,0,9,5,9,0,45,25,0,19,51,3,0,120,5,16,0,3,0,0,12,9,0,53,0,0,3,2,5,2,0,0,19,2,78,2,14,125,57,0,9,0,0,2,52,22,1,20,0,0,2,0,0,8,9,0,2,9,7,0,0,14,16,11,0,3,0,0,0,5,0,0,0,0,26,0,40,0,0,27,0,0,0,30,56,0,2,0,0,45,0,0,1,0,5,39,0,5,4,49,0,50,16,66,3,0,3,0,25,9,0,3,783,0,0,0,0,0,11,0,35,0,1,5,14,70,0,0,0,54,4,0,5,6,5,3,5,0,23,7,48,96,0,0,0,48,0,0,62,6,87,2,0,0,4,15,2,19,0,0,85,21,0,0,6,1,0,6,0,59,17,0,121,4,13,13,0,10,0,0,21,0,3,0,6687
Leytonstone High Road,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,13,9,0,0,0,0,0,17,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,58,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,15,0,0,624
Limehouse,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,5,2,0,0,0,0,0,0,39,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,17,32,11,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,71,0,0,25,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,357,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,44,0,0,18,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5308
Liverpool Street,0,0,11,1109,799,0,3,1,0,231,22,5,7,153,29,5473,731,34,2,21,7,0,0,3,26,78,181,412,19,0,214,149,4,6,0,29,4,2,49,0,29,0,0,4,2,4,2,0,33,0,21,0,83,252,425,108,426,0,2,0,4,1,21,382,138,1,1,1,2,9,2,24,0,0,18,16,9,2,10,7,95,0,0,1,0,0,0,0,4,6,0,23,4,0,0,0,6,17,5,47,10,10,17,0,11,2,4,70,6,174,2,0,204,0,4,2,243,132,1,1082,11,28,0,63,10,0,28,0,4,2,44,15,4,103,5,0,1,101,273,5,0,20,0,20,15,0,2,78,20,0,7,10,2,0,5,10,0,4,0,2,2,5,11,0,4,40,3,225,9,1,409,19,28,18,0,2,3,3,2,0,36,1,12,0,0,35,5,0,17,41,0,4,4,15,0,9,0,535,5,73,18,38,23,0,10,147,0,16,3,16,0,0,0,1117,0,24,3,11,15,5,502,73,6,52,83,4,2,4887,8,52,0,5,0,0,4,16,2,56,1,2,4,3,7,3,2,0,44,3,971,2,50,430,140,7,18,0,0,3,196,59,1,14,0,0,3,0,0,16,18,0,2,21,13,2,6,2,48,17,2,1,8,0,0,11,0,1,1,2,106,4,66,0,2,56,4,0,7,83,5,0,4,0,2,111,2,0,1,0,8,6,3,8,5,276,3,180,38,619,6,6,4,0,69,27,9,5,366,0,0,1,1,0,24,0,199,1,1,11,26,282,24,2,0,572,9,2,9,9,4,2,4,0,17,8,122,305,36,0,0,4,0,0,216,14,420,2,0,0,7,22,3,40,0,1,59,39,1,0,12,1,0,14,0,234,33,6,653,7,23,21,4,15,12,4,5,0,5,0,31474
London Bridge,0,0,14,333,301,0,4,1,0,179,23,6,7,174,42,6133,368,36,2,30,9,0,0,3,26,190,114,478,20,0,293,1008,6,6,0,25,4,0,79,0,26,0,0,0,2,4,0,0,31,0,0,0,79,503,550,126,485,0,3,0,0,1,20,446,241,1,0,1,0,12,2,39,0,0,31,25,0,2,11,9,124,0,0,1,0,0,0,0,4,6,0,0,4,0,0,0,7,22,7,69,12,10,17,0,16,2,4,80,0,553,2,0,373,0,0,2,216,119,1,660,12,33,0,63,0,0,40,0,5,0,66,15,5,131,0,0,1,93,450,6,0,28,0,0,0,0,2,111,21,0,9,11,0,0,6,12,0,5,0,3,3,7,12,0,5,59,0,216,9,1,480,24,27,0,0,2,4,4,2,0,57,1,0,0,0,84,5,0,25,40,0,4,6,18,0,10,0,446,6,112,20,85,31,0,11,241,0,15,0,16,0,0,2304,0,0,0,4,12,15,0,576,98,0,60,67,5,2,1196,11,48,0,6,0,0,4,19,3,71,1,3,6,3,8,4,2,0,56,3,526,3,101,599,162,9,26,0,0,4,324,97,2,14,0,0,3,0,0,22,19,0,3,27,18,2,0,2,65,23,3,1,0,0,0,13,0,1,1,2,125,0,64,0,0,72,5,0,0,138,5,0,5,0,2,174,2,0,2,0,12,6,0,11,6,1002,0,350,44,716,8,0,4,0,50,47,0,5,333,0,0,2,2,0,28,0,233,0,1,16,37,360,24,2,0,497,9,0,13,10,4,3,4,0,17,9,197,546,35,0,0,4,0,0,245,16,1084,3,0,0,8,25,4,58,0,1,55,46,1,0,18,1,0,16,0,494,42,0,382,8,25,27,5,16,14,0,5,0,5,0,32595
London City Airport,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,13,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,22,0,0,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,289,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,8,0,0,55,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2027
London Fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,14,0,213,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1088
Loughton,0,0,0,21,23,0,0,0,0,19,5,0,1,26,8,120,23,19,3,6,0,0,0,2,6,10,16,24,0,0,34,10,0,0,0,6,0,0,10,0,8,0,0,0,23,0,0,0,0,0,0,0,14,42,109,45,13,0,0,0,0,0,4,31,16,0,0,3,0,0,0,5,0,0,4,4,0,0,4,2,11,0,0,0,0,0,0,0,2,4,0,0,55,0,0,0,0,7,0,12,3,0,8,0,4,0,2,14,0,15,1,0,21,0,0,7,31,17,2,48,4,0,0,16,0,0,8,0,5,0,10,4,0,14,0,0,1,15,41,2,0,7,0,0,0,0,4,23,5,0,3,0,0,0,0,0,0,0,0,0,1,3,4,0,0,10,0,51,2,0,40,5,5,0,0,1,0,2,0,0,6,0,0,0,0,4,0,0,0,8,0,0,2,5,0,0,0,54,0,14,5,0,5,0,0,19,0,12,0,18,0,0,104,54,0,0,0,3,4,0,0,13,0,10,16,0,0,50,3,8,0,0,0,0,4,5,0,20,0,0,0,1,0,0,0,0,10,0,34,0,7,62,30,0,5,0,0,0,26,11,0,6,0,0,0,0,0,5,5,0,0,5,0,0,0,2,8,7,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,16,8,0,0,0,0,24,0,0,0,0,3,15,0,0,0,23,0,25,9,29,0,0,0,0,9,5,0,2,160,0,0,0,0,0,6,0,16,0,3,3,8,34,0,0,0,22,0,0,0,0,3,0,2,0,8,4,25,48,0,0,0,5,0,0,31,0,41,0,0,0,3,9,0,10,0,0,23,11,0,0,0,0,0,0,0,29,10,0,45,2,0,8,0,5,0,0,21,0,0,0,2732
Maida Vale,0,0,3,10,9,0,0,0,0,15,3,1,1,55,3,62,14,4,0,6,5,0,0,0,4,4,5,15,3,0,45,5,0,1,0,2,0,0,5,0,2,0,0,0,0,0,0,0,4,0,0,0,11,16,29,9,7,0,0,0,0,0,0,23,14,0,0,0,0,0,0,3,0,0,2,2,0,0,2,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,14,3,2,2,0,3,0,0,46,0,9,0,0,18,0,0,0,28,23,0,33,2,8,0,9,0,0,8,0,0,0,12,0,2,13,0,0,0,24,44,1,0,7,0,0,0,0,0,26,0,0,0,6,0,0,2,2,0,0,0,0,0,1,2,0,1,16,0,29,1,0,34,8,4,0,0,0,1,1,0,0,6,0,0,0,0,2,5,0,0,6,0,1,1,0,0,32,0,55,1,12,10,3,0,0,5,18,0,1,0,1,0,0,51,29,0,0,0,0,2,0,11,15,0,25,4,0,0,27,1,6,0,0,0,0,0,5,0,5,0,1,0,1,2,0,0,0,20,0,20,1,4,79,163,0,5,0,0,1,26,9,0,0,0,0,1,0,0,4,31,0,1,0,4,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,22,2,0,0,13,0,0,0,0,0,25,1,0,0,0,1,1,0,2,1,15,0,19,11,18,0,0,1,0,3,3,0,2,26,0,0,0,0,0,7,0,12,0,0,1,3,35,3,0,0,10,1,0,3,1,0,0,0,0,1,2,18,42,4,0,0,0,0,0,30,46,30,0,0,0,3,5,1,12,0,0,4,11,0,0,4,0,0,8,0,23,0,0,16,2,16,5,1,2,6,0,1,0,1,0,2152
Manor House,0,0,5,32,31,0,2,0,0,51,10,9,18,66,9,196,46,14,0,9,0,0,0,1,12,12,18,37,21,0,78,14,2,12,0,6,2,0,13,0,6,0,0,0,1,2,0,0,37,0,0,0,36,48,97,34,22,0,1,0,0,0,9,71,34,0,0,0,0,4,0,7,0,0,5,5,0,2,5,2,27,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,4,8,2,19,5,5,6,0,5,1,2,31,0,23,0,0,43,0,0,1,95,53,0,110,6,14,0,349,0,0,12,0,2,0,17,7,2,38,0,0,0,42,88,2,0,9,0,0,0,0,1,34,10,0,4,5,0,0,3,6,0,2,0,1,1,3,6,0,2,17,0,281,4,1,104,8,45,0,0,0,1,2,1,0,13,0,0,0,0,6,2,0,0,18,0,0,2,8,0,4,0,194,3,26,9,8,9,0,5,44,0,6,0,6,0,0,169,84,0,0,2,5,0,0,0,28,0,23,14,0,0,89,3,22,0,3,0,0,2,7,1,15,1,0,2,1,4,2,0,0,19,3,67,1,10,151,65,3,8,0,0,1,57,20,1,5,0,0,1,0,0,7,9,0,1,9,6,1,0,1,19,8,0,0,0,0,0,5,0,0,0,1,39,0,92,0,0,25,2,0,0,27,2,0,2,0,1,42,0,0,0,0,3,3,0,4,7,36,0,45,18,55,3,0,2,0,9,6,0,2,125,0,0,1,1,0,12,0,28,0,0,4,9,81,29,0,0,31,4,0,4,34,0,0,0,0,6,5,41,90,26,0,0,0,0,0,88,7,74,0,0,0,4,12,2,16,0,0,18,22,0,0,5,0,0,7,0,54,15,0,59,4,12,10,2,41,6,0,2,0,2,0,5466
Manor Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762
Mansion House,0,0,0,5,5,0,0,0,0,3,0,0,0,2,0,133,6,0,0,0,0,0,0,0,0,1,2,25,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,6,0,0,0,3,2,0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,4,0,0,0,0,0,0,38,21,0,0,0,0,0,0,0,1,0,1,1,0,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,1,9,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,502
Marble Arch,0,0,1,6,6,0,0,0,0,10,2,0,1,36,2,50,8,2,0,3,2,0,0,0,3,3,3,13,1,0,209,4,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,10,10,18,5,0,0,0,0,0,0,2,24,17,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,2,1,1,0,2,0,0,13,0,7,0,0,20,0,0,0,32,0,0,20,1,4,0,5,0,0,4,0,0,0,7,1,0,16,0,0,0,14,79,1,0,3,0,0,0,0,0,11,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,10,0,17,1,0,40,5,2,0,0,0,0,0,0,0,8,0,0,0,0,2,1,0,3,4,0,0,1,2,0,1,0,40,0,14,2,3,16,0,1,23,0,1,0,1,0,0,35,23,0,0,0,2,1,0,0,0,0,11,2,0,0,18,1,6,0,1,0,0,0,2,0,3,0,0,0,0,1,0,0,0,15,0,12,0,3,184,24,0,3,0,0,0,38,8,0,1,0,0,0,0,0,2,2,0,0,9,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,13,0,0,0,12,0,0,0,0,0,18,0,0,0,0,1,0,0,1,0,13,0,19,6,16,1,0,0,0,2,2,0,1,14,0,0,0,0,0,4,0,11,0,0,1,2,51,2,0,0,8,1,0,1,1,0,0,0,0,1,1,15,51,2,0,0,0,0,0,41,2,29,0,0,0,1,2,0,7,0,0,2,5,0,0,2,0,0,2,0,26,7,0,10,1,3,2,0,1,0,0,0,0,0,0,1792
