station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,0,0,7,35,35,0,3,1,0,51,0,4,3,69,13,215,48,16,1,13,0,0,0,0,23,14,21,47,11,0,102,16,3,4,0,6,4,0,18,0,7,0,0,0,1,4,0,0,14,0,0,0,81,56,67,36,24,0,0,0,0,1,19,73,41,0,0,0,0,6,2,9,0,0,6,7,0,1,9,3,29,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,4,13,4,26,7,22,7,0,8,0,4,34,0,29,0,0,53,0,0,1,124,0,1,112,19,16,0,32,0,0,17,0,2,0,23,13,2,49,0,0,0,42,116,4,0,14,0,0,0,0,1,48,18,0,5,8,0,0,0,8,0,3,0,2,2,5,10,0,6,23,0,103,31,1,105,11,0,0,0,0,2,3,1,0,17,0,0,0,0,8,3,0,0,82,0,0,3,9,0,5,0,179,4,35,10,10,13,0,6,52,0,6,0,6,0,0,184,94,0,0,2,6,8,0,35,37,0,25,15,7,0,95,5,38,0,4,0,0,2,11,0,18,1,2,3,2,5,3,2,0,25,2,71,0,13,197,72,0,11,0,0,2,70,27,1,5,0,0,2,0,0,10,12,0,0,12,8,2,0,1,24,13,2,0,0,0,0,6,0,0,1,0,37,0,33,0,0,35,3,0,0,37,2,0,3,0,0,57,0,0,1,0,5,3,0,5,4,46,0,56,20,59,4,0,0,0,10,9,0,4,105,0,0,1,0,0,13,0,35,0,0,5,13,103,13,3,0,35,33,0,6,6,3,0,0,0,6,7,56,120,16,0,0,2,0,0,115,7,92,2,0,0,5,15,2,23,0,2,17,0,0,0,7,1,0,8,0,67,22,0,59,4,16,15,3,9,8,0,2,0,7,0,5642
Arnos Grove,0,0,5,20,20,0,2,0,0,25,7,0,3,36,8,120,25,13,0,7,0,0,0,0,8,9,12,25,11,0,45,10,2,29,0,0,0,0,11,0,5,0,0,0,0,2,0,0,10,0,0,0,19,36,45,27,14,0,0,0,0,0,5,38,20,0,0,0,0,4,0,5,0,0,4,4,0,4,5,2,14,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,3,8,2,15,4,0,5,0,5,0,0,19,0,16,0,0,26,0,0,0,44,25,0,57,0,10,0,35,0,0,10,0,2,0,13,6,0,20,0,0,0,21,53,3,0,9,0,0,0,0,1,29,7,0,4,4,0,0,0,6,0,2,0,1,2,3,5,0,0,13,0,77,0,0,53,6,10,0,0,0,2,2,1,0,8,0,0,0,0,4,0,0,0,11,0,0,2,0,0,3,0,80,0,17,6,5,6,0,4,24,0,5,0,5,0,0,101,54,0,0,0,4,11,0,0,17,0,13,10,0,0,51,3,11,0,0,0,0,2,7,0,13,0,0,2,2,4,0,1,0,13,7,38,1,7,83,41,3,7,0,0,0,33,14,1,4,0,0,1,0,0,6,7,0,0,6,5,1,0,0,11,9,0,0,0,0,0,3,0,0,0,0,18,0,34,0,0,20,2,0,0,19,0,0,2,0,1,30,0,0,1,0,3,2,0,3,23,24,0,29,12,32,0,0,0,0,6,5,0,0,85,0,0,1,1,0,8,0,18,0,0,3,8,44,13,0,0,20,0,0,4,14,0,0,2,0,5,6,30,59,15,0,0,0,0,0,44,4,46,0,0,0,3,11,0,13,0,0,13,15,0,0,4,0,0,5,0,34,13,0,37,3,9,10,2,33,5,0,0,0,0,0,3055
Arsenal,0,0,2,14,13,0,1,0,0,22,5,2,0,28,4,85,20,6,0,4,2,0,0,0,5,5,8,0,7,0,34,6,1,3,0,2,1,0,6,0,3,0,0,0,0,1,0,0,21,0,0,0,15,20,24,14,0,0,1,0,0,0,4,31,15,0,0,0,0,2,0,3,0,0,2,2,0,1,3,0,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,1,8,2,2,3,0,2,0,1,13,0,10,0,0,19,0,0,0,41,23,0,47,3,6,0,90,0,0,5,0,1,0,8,3,1,16,0,0,0,18,38,1,0,5,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,1,0,1,1,2,3,0,1,8,0,80,0,0,45,4,36,0,0,0,1,1,0,0,5,0,0,0,0,3,0,0,0,8,0,0,1,3,0,2,0,86,1,11,4,3,4,0,2,19,0,2,0,0,0,0,73,36,0,0,1,2,12,0,0,12,0,10,6,0,0,38,1,9,0,1,0,0,1,4,0,7,0,0,1,1,2,1,0,0,8,1,29,1,4,65,28,2,4,0,0,0,25,9,0,0,0,0,1,0,0,3,4,0,1,4,3,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,17,0,28,0,0,11,1,0,0,12,0,0,1,0,0,19,0,0,0,0,2,1,0,2,2,16,0,20,8,23,1,0,1,0,4,3,0,0,47,0,0,0,0,0,5,0,0,0,0,2,4,35,9,0,0,14,0,0,2,5,1,0,0,0,2,2,18,39,9,0,0,0,0,0,38,3,32,0,0,0,0,5,0,7,0,0,7,8,0,0,2,0,0,3,0,23,7,0,22,2,5,5,1,7,3,0,1,0,1,0,2160
Baker Street,0,0,8,34,34,0,2,1,0,60,11,3,3,0,12,225,52,13,1,14,8,0,0,1,13,14,19,55,9,0,239,18,3,3,0,5,2,0,18,0,6,0,0,0,1,2,0,0,16,0,0,0,40,54,60,32,25,0,2,0,0,1,10,91,59,0,0,1,0,6,1,9,0,0,7,7,0,1,6,3,39,0,0,1,0,0,0,0,2,3,0,0,2,0,0,0,5,12,4,30,7,5,6,0,7,1,2,160,0,33,1,0,72,0,0,1,114,136,1,125,6,32,0,31,0,0,18,0,2,0,27,8,3,55,0,0,0,197,191,4,0,15,0,0,0,0,1,58,10,0,5,8,0,0,4,8,0,3,0,2,2,4,6,0,3,31,0,109,5,1,138,15,13,0,0,1,2,2,1,0,24,1,0,0,0,9,4,0,13,20,0,3,3,15,0,9,0,250,4,47,18,11,19,0,10,74,0,5,0,5,0,0,185,104,0,0,2,12,8,0,39,70,0,197,14,3,1,98,4,25,0,5,0,0,2,12,0,16,1,2,3,2,6,2,2,0,37,2,74,2,14,419,224,5,12,0,0,2,116,32,1,4,0,0,2,0,0,10,16,0,2,16,9,2,0,1,117,12,2,0,0,0,0,14,0,1,1,1,46,0,30,0,0,45,4,0,0,45,2,0,3,0,1,69,1,0,1,0,4,2,0,5,3,54,0,70,56,66,4,0,3,0,9,9,0,4,90,0,0,1,1,0,29,0,44,0,0,5,12,154,11,1,0,35,4,0,7,5,2,1,2,0,5,6,64,165,13,0,0,2,0,0,131,17,115,2,0,0,5,18,2,26,0,1,15,41,1,0,8,1,0,15,0,87,26,0,56,6,18,14,2,8,11,0,2,0,3,0,7445
Balham,0,0,15,65,65,0,0,0,0,59,17,5,4,99,0,436,73,31,2,26,8,0,0,3,19,33,38,87,16,0,147,44,0,6,0,12,4,0,83,0,14,0,0,0,2,5,0,0,17,0,0,0,47,129,142,74,49,0,0,0,0,0,13,106,69,0,0,0,0,12,0,85,0,0,47,129,0,2,12,34,45,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,25,7,53,12,9,13,0,0,2,5,51,0,81,0,0,96,0,0,3,109,0,0,156,12,25,0,41,0,0,34,0,4,0,47,13,0,56,0,0,1,0,196,7,0,0,0,0,0,0,2,98,16,0,10,12,0,0,0,14,0,0,0,0,5,10,12,0,6,45,0,122,8,0,148,19,15,0,0,3,5,0,0,0,29,0,0,0,0,24,5,0,0,27,0,5,0,15,0,8,0,178,6,61,17,21,19,0,0,79,0,11,0,12,0,0,333,227,0,0,4,9,11,0,70,54,0,36,29,5,3,166,30,27,0,6,0,0,4,20,0,39,2,3,7,4,9,5,0,0,43,3,111,0,51,264,110,10,23,0,0,4,110,80,2,9,0,0,3,0,0,0,16,0,3,19,16,0,0,2,33,0,4,0,0,0,0,9,0,0,0,0,45,0,47,0,0,61,0,0,0,80,4,0,6,0,3,115,0,0,0,0,37,5,0,0,6,98,0,120,31,104,0,0,5,0,18,46,0,6,199,0,0,2,0,0,21,0,65,0,0,130,182,136,19,2,0,72,6,0,13,8,5,0,0,0,12,14,205,264,27,0,0,4,0,0,116,12,197,0,0,0,9,27,4,0,0,1,33,37,0,0,15,0,0,12,0,131,38,0,111,7,25,0,0,14,0,0,5,0,5,0,9622
Bank and Monument,8,0,18,388,344,12,6,1,0,201,29,8,8,184,44,0,427,50,3,33,11,6,2,5,33,103,128,571,27,17,292,203,8,9,17,29,6,0,71,0,31,0,0,0,3,6,0,0,37,0,0,0,94,335,338,155,960,0,4,0,0,3,25,503,181,1,0,2,0,15,3,35,0,0,26,24,0,3,17,11,125,23,0,2,0,14,25,11,6,9,0,0,6,0,13,13,10,30,9,70,16,14,23,30,19,3,7,88,0,228,3,4,268,0,0,3,249,138,2,743,17,39,0,78,0,0,43,8,7,0,64,21,6,138,0,0,1,110,370,9,18,34,0,0,0,0,3,124,27,0,13,16,0,0,9,18,0,7,0,4,5,11,17,94,7,60,0,260,12,2,535,28,32,0,0,4,5,6,3,0,51,2,0,0,13,46,7,0,27,49,0,6,8,22,0,12,10,505,8,102,25,50,33,37,14,196,25,20,0,21,0,84,3027,1670,22,0,6,15,20,0,867,101,0,65,78,7,3,1612,13,57,8,8,0,0,6,26,4,80,2,4,8,5,12,6,4,0,65,4,602,5,67,579,183,12,29,0,0,5,261,84,3,17,16,32,4,12,9,25,25,0,4,31,20,4,0,3,66,31,5,1,0,0,10,15,14,2,2,3,140,0,85,247,0,87,6,0,0,117,7,0,7,0,3,161,3,70,3,0,14,9,0,13,8,363,0,241,51,938,10,0,7,18,56,37,0,8,412,15,23,3,2,0,33,0,262,0,1,17,42,373,32,3,91,653,11,0,16,13,7,4,6,0,22,16,175,416,47,0,0,6,0,0,264,19,549,5,0,0,11,36,6,61,0,2,69,56,1,13,19,2,15,19,35,309,53,0,426,10,34,36,6,22,18,0,7,0,7,33,29495
Barbican,0,0,1,15,13,0,0,0,0,10,2,0,0,11,2,106,0,2,0,1,1,0,0,0,2,3,6,14,1,0,12,5,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,6,12,13,6,10,0,0,0,0,0,1,15,6,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,1,0,0,5,0,7,0,0,9,0,0,0,17,9,0,125,1,2,0,4,0,0,2,0,0,0,3,1,0,0,0,0,0,7,14,0,0,2,0,0,0,0,0,5,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,16,1,0,17,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,37,0,4,1,2,1,0,1,7,0,1,0,1,0,0,111,34,0,0,0,1,1,0,14,4,0,4,3,0,0,84,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,3,0,30,0,2,24,10,1,1,0,0,0,9,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,4,0,0,4,0,0,0,5,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,11,0,9,3,18,0,0,0,0,2,1,0,0,19,0,0,0,0,0,2,0,8,0,0,1,2,13,2,0,0,13,1,0,1,1,0,0,0,0,1,1,7,16,2,0,0,0,0,0,15,1,17,0,0,0,1,2,0,3,0,0,3,3,0,0,1,0,0,1,0,11,2,0,18,1,2,2,0,1,1,0,0,0,0,0,1224
Barking,0,5,11,57,64,0,4,1,0,51,14,6,4,69,20,331,62,0,3,16,5,0,0,22,15,27,46,67,33,0,92,26,5,6,0,21,4,0,28,0,29,6,6,5,3,4,2,0,14,15,0,26,36,121,194,156,37,0,3,2,0,0,10,84,43,0,1,2,3,8,0,14,0,0,10,11,5,2,10,6,30,0,5,2,0,0,0,0,17,32,0,21,7,0,0,0,6,19,5,32,9,8,92,0,10,2,4,36,7,42,6,0,59,0,6,4,82,46,2,132,10,19,11,42,0,0,21,0,7,0,28,11,3,39,0,15,1,40,113,6,0,20,26,10,0,0,4,64,13,18,8,9,0,7,6,12,0,5,0,3,4,8,10,0,5,27,5,127,6,0,108,13,14,25,0,8,4,4,2,0,17,0,0,12,0,11,4,9,13,21,10,0,5,12,0,6,0,146,6,37,13,12,13,0,8,50,0,20,11,21,10,0,286,149,0,0,6,7,11,0,54,35,0,26,47,4,0,138,8,21,0,5,0,0,6,15,0,65,1,3,5,4,8,4,3,0,28,3,93,3,19,168,81,8,15,0,0,3,70,31,2,29,0,0,3,0,0,13,13,0,3,13,11,3,3,3,22,20,0,1,0,0,0,7,0,0,0,0,34,0,71,0,0,42,3,0,9,43,7,6,4,0,0,65,0,0,2,8,8,9,5,8,6,62,0,68,23,81,5,5,5,0,25,13,6,5,422,0,0,0,0,0,16,0,45,2,1,8,22,92,32,2,0,62,5,4,9,8,14,9,50,9,53,13,69,131,0,20,0,6,17,0,82,9,112,4,3,0,7,23,3,28,0,1,88,29,1,0,9,1,0,9,0,78,27,7,127,6,20,23,4,14,10,6,8,15,5,0,8201
Barkingside,0,0,2,10,11,0,0,0,0,10,3,0,0,14,4,59,11,9,0,3,0,0,0,0,0,5,8,12,0,0,18,5,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,7,21,31,21,0,0,0,0,0,0,0,16,8,0,0,2,0,0,0,3,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,4,0,6,2,0,4,0,0,0,1,7,0,8,0,0,11,0,0,1,16,9,7,24,2,4,0,8,0,0,4,0,6,0,5,2,0,7,0,0,1,8,22,1,0,4,0,0,0,0,7,13,0,0,2,0,0,0,0,3,0,0,0,0,0,2,2,0,0,5,0,25,0,0,20,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,28,0,7,0,2,3,0,0,10,0,5,0,7,0,0,51,27,0,0,2,0,0,0,0,7,0,5,7,0,0,25,2,4,0,1,0,0,16,3,0,10,0,0,0,0,2,0,0,0,6,0,17,0,4,32,16,0,3,0,0,0,13,6,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,8,2,0,0,0,0,13,0,0,0,0,2,3,0,0,0,11,0,13,5,15,0,0,1,0,4,2,0,0,71,0,0,0,0,0,3,0,8,0,0,0,4,17,0,0,0,11,0,0,0,0,2,0,0,0,4,3,14,25,0,0,0,3,0,0,16,2,21,0,0,0,0,5,0,6,0,0,11,0,0,0,0,0,0,0,0,15,5,0,21,0,0,0,0,3,0,0,3,0,0,0,1300
Barons Court,0,0,14,18,18,0,3,0,0,20,6,2,1,40,9,119,20,9,1,0,6,0,0,1,7,9,11,29,5,0,60,11,4,2,0,3,1,0,14,0,4,0,0,0,1,2,0,0,6,0,0,0,18,35,40,21,14,0,1,0,0,0,5,40,25,0,0,0,0,13,0,7,0,0,5,5,0,1,4,2,17,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,18,6,96,8,3,4,0,11,1,2,25,0,19,1,0,33,0,0,1,43,22,0,46,4,9,0,14,0,0,37,0,1,0,52,5,8,21,0,0,0,20,85,3,0,28,0,0,0,0,1,330,6,0,0,7,0,0,0,6,0,3,0,2,2,5,4,0,2,48,0,43,3,1,56,15,5,0,0,1,3,3,2,0,15,1,0,0,0,5,0,0,0,10,0,0,5,6,0,4,0,66,2,38,17,6,0,0,12,31,0,3,0,3,0,0,92,61,0,0,1,5,4,0,21,25,0,16,8,2,0,46,3,10,0,2,0,0,1,12,2,11,0,0,5,2,3,0,0,0,37,1,31,2,8,109,63,7,22,0,0,2,45,22,0,3,0,0,1,0,0,17,8,0,1,0,32,1,0,1,13,18,1,0,0,0,0,6,0,1,0,1,17,0,16,0,0,0,8,0,0,45,1,0,4,0,1,95,0,0,0,0,0,2,0,7,2,30,0,47,12,32,12,0,2,0,5,7,0,0,56,0,0,1,1,0,8,0,22,0,0,4,9,52,6,1,0,20,2,0,17,3,2,1,1,0,3,6,45,106,8,0,0,1,0,0,46,6,60,1,0,0,0,9,3,66,0,0,9,14,0,0,67,0,0,10,0,49,0,0,31,3,16,17,3,5,18,0,1,0,2,0,4055
Bayswater,0,0,3,7,7,0,1,0,0,10,0,0,1,29,3,49,10,3,0,7,0,0,0,0,0,3,4,12,0,0,35,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,15,8,6,0,1,0,0,0,0,17,10,0,0,0,0,2,0,2,0,0,2,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,0,0,1,0,3,0,0,22,0,7,0,0,13,0,0,0,20,14,0,23,0,5,0,7,0,0,9,0,0,0,17,2,0,0,0,0,0,14,34,0,0,6,0,0,0,0,0,25,0,0,0,3,0,0,1,2,0,1,0,1,1,1,0,0,0,27,0,21,0,0,25,0,3,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,3,0,3,0,35,1,13,5,2,9,0,3,13,0,1,0,0,0,0,38,23,0,0,0,4,2,0,8,16,0,12,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,0,56,0,14,1,3,55,67,2,6,0,0,0,19,8,0,0,0,0,1,0,0,5,5,0,0,14,4,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,32,1,0,0,15,0,0,1,0,0,32,0,0,0,0,0,0,0,2,1,11,0,16,7,14,2,0,1,0,2,2,0,1,22,0,0,0,0,0,4,0,9,0,0,1,3,25,3,0,0,8,0,0,3,1,1,0,0,0,0,2,16,37,3,0,0,0,0,0,22,5,23,0,0,0,2,4,0,15,0,0,4,7,0,0,4,0,0,5,0,18,15,0,12,1,7,5,1,2,0,0,0,0,0,0,1565
Beckton,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,11,33,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,203,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1179
Beckton Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,292
